"COUNTRY","YEAR","SCENARIO","ISCO08_3D","ISCO88_3D","THS_POP","FLAG_RELIAB","OBS_STATUS"
"CY",2010,"S_AA","Not stated",912,,"x",
"CY",2010,"S_AA","Not stated",815,,"x",
"CY",2010,"S_AA","Not stated",834,,"x",
"CY",2010,"S_AA","Not stated",831,,"x",
"CY",2010,"S_AA","Not stated",829,,"x",
"CY",2010,"S_AA","Not stated",825,,"x",
"CY",2010,"S_AA","Not stated",826,1021,"u",
"CY",2010,"S_AA","Not stated",823,,"x",
"CY",2010,"S_AA","Not stated",811,,"x",
"CY",2010,"S_AA","Not stated",733,,"x",
"CY",2010,"S_AA","Not stated",615,,"x",
"CY",2010,"S_AA","Not stated",345,1499,"u",
"CY",2010,"S_AA","Not stated",10,3415,,
"CY",2010,"S_AA","Not stated",743,1286,"u",
"CY",2010,"S_AA","Not stated",742,1193,"u",
"CY",2010,"S_AA","Not stated",732,,"x",
"CY",2010,"S_AA","Not stated",723,5385,,
"CY",2010,"S_AA","Not stated",714,3405,,
"CY",2010,"S_AA","Not stated",512,15926,,
"CY",2010,"S_AA","Not stated",614,,"x",
"CY",2010,"S_AA","Not stated",522,30119,,
"CY",2010,"S_AA","Not stated",516,5861,,
"CY",2010,"S_AA","Not stated",419,"19,81",,
"CY",2010,"S_AA","Not stated",414,1011,"u",
"CY",2010,"S_AA","Not stated",412,11518,,
"CY",2010,"S_AA","Not stated",343,"11,36",,
"CY",2010,"S_AA","Not stated",344,3429,,
"CY",2010,"S_AA","Not stated",341,15388,,
"CY",2010,"S_AA","Not stated",321,552,"u",
"CY",2010,"S_AA","Not stated",313,1414,"u",
"CY",2010,"S_AA","Not stated",312,575,"u",
"CY",2010,"S_AA","Not stated",246,,"x",
"CY",2010,"S_AA","Not stated",234,,"x",
"CY",2010,"S_AA","Not stated",233,6486,,
"CY",2010,"S_AA","Not stated",222,4754,,
"CY",2010,"S_AA","Not stated",221,1259,"u",
"CY",2010,"S_AA","Not stated",131,"4,77",,
"CY",2010,"S_AA","Not stated",121,542,"u",
"CY",2010,"S_AA","Not stated",243,,"x",
"CY",2010,"S_AA","Not stated",323,721,"u",
"CY",2010,"S_AA","Not stated",111,,"x",
"CY",2010,"S_AA","Not stated",114,,"x",
"CY",2010,"S_AA","Not stated",122,7476,,
"CY",2010,"S_AA","Not stated",242,3875,,
"CY",2010,"S_AA","Not stated",123,5622,,
"CY",2010,"S_AA","Not stated",211,,"x",
"CY",2010,"S_AA","Not stated",214,6421,,
"CY",2010,"S_AA","Not stated",213,2844,,
"CY",2010,"S_AA","Not stated",232,10794,,
"CY",2010,"S_AA","Not stated",231,1449,"u",
"CY",2010,"S_AA","Not stated",223,3417,,
"CY",2010,"S_AA","Not stated",712,17375,,
"CY",2010,"S_AA","Not stated",235,623,"u",
"CY",2010,"S_AA","Not stated",241,10653,,
"CY",2010,"S_AA","Not stated",244,1147,"u",
"CY",2010,"S_AA","Not stated",247,1158,"u",
"CY",2010,"S_AA","Not stated",311,4611,,
"CY",2010,"S_AA","Not stated",245,1426,"u",
"CY",2010,"S_AA","Not stated",314,535,"u",
"CY",2010,"S_AA","Not stated",315,655,"u",
"CY",2010,"S_AA","Not stated",322,1883,,
"CY",2010,"S_AA","Not stated",332,,"x",
"CY",2010,"S_AA","Not stated",333,,"x",
"CY",2010,"S_AA","Not stated",334,,"x",
"CY",2010,"S_AA","Not stated",342,1013,"u",
"CY",2010,"S_AA","Not stated",346,,"x",
"CY",2010,"S_AA","Not stated",347,5415,,
"CY",2010,"S_AA","Not stated",411,2658,,
"CY",2010,"S_AA","Not stated",413,4819,,
"CY",2010,"S_AA","Not stated",421,9307,,
"CY",2010,"S_AA","Not stated",422,4936,,
"CY",2010,"S_AA","Not stated",511,625,"u",
"CY",2010,"S_AA","Not stated",514,5911,,
"CY",2010,"S_AA","Not stated",513,3733,,
"CY",2010,"S_AA","Not stated",611,6875,,
"CY",2010,"S_AA","Not stated",612,1809,,
"CY",2010,"S_AA","Not stated",613,893,"u",
"CY",2010,"S_AA","Not stated",711,,"x",
"CY",2010,"S_AA","Not stated",713,5086,,
"CY",2010,"S_AA","Not stated",721,2567,,
"CY",2010,"S_AA","Not stated",722,642,"u",
"CY",2010,"S_AA","Not stated",724,6931,,
"CY",2010,"S_AA","Not stated",822,,"x",
"CY",2010,"S_AA","Not stated",731,921,"u",
"CY",2010,"S_AA","Not stated",741,3443,,
"CY",2010,"S_AA","Not stated",734,,"x",
"CY",2010,"S_AA","Not stated",813,,"x",
"CY",2010,"S_AA","Not stated",812,,"x",
"CY",2010,"S_AA","Not stated",816,,"x",
"CY",2010,"S_AA","Not stated",821,572,"u",
"CY",2010,"S_AA","Not stated",824,,"x",
"CY",2010,"S_AA","Not stated",827,,"x",
"CY",2010,"S_AA","Not stated",828,,"x",
"CY",2010,"S_AA","Not stated",832,12966,,
"CY",2010,"S_AA","Not stated",833,3262,,
"CY",2010,"S_AA","Not stated",911,,"x",
"CY",2010,"S_AA","Not stated",913,38488,,
"CY",2010,"S_AA","Not stated",914,1729,,
"CY",2010,"S_AA","Not stated",931,6312,,
"CY",2010,"S_AA","Not stated",915,6206,,
"CY",2010,"S_AA","Not stated",921,4766,,
"LV",2010,"S_AA","Not stated",931,9728,,
"LV",2010,"S_AA","Not stated",932,32187,,
"LV",2010,"S_AA","Not stated",921,12711,,
"LV",2010,"S_AA","Not stated",915,2877,"u",
"LV",2010,"S_AA","Not stated",933,8128,,
"LV",2010,"S_AA","Not stated","Not stated",,"x",
"LV",2010,"S_AA","Not stated",913,24788,,
"LV",2010,"S_AA","Not stated",831,,"x",
"LV",2010,"S_AA","Not stated",829,,"x",
"LV",2010,"S_AA","Not stated",834,2506,"u",
"LV",2010,"S_AA","Not stated",832,34593,,
"LV",2010,"S_AA","Not stated",821,,"x",
"LV",2010,"S_AA","Not stated",813,,"x",
"LV",2010,"S_AA","Not stated",743,10084,,
"LV",2010,"S_AA","Not stated",816,6326,,
"LV",2010,"S_AA","Not stated",811,,"x",
"LV",2010,"S_AA","Not stated",732,,"x",
"LV",2010,"S_AA","Not stated",733,,"x",
"LV",2010,"S_AA","Not stated",734,,"x",
"LV",2010,"S_AA","Not stated",731,,"x",
"LV",2010,"S_AA","Not stated",723,13071,,
"LV",2010,"S_AA","Not stated",814,6437,,
"LV",2010,"S_AA","Not stated",826,,"x",
"LV",2010,"S_AA","Not stated",721,6915,,
"LV",2010,"S_AA","Not stated",722,10011,,
"LV",2010,"S_AA","Not stated",825,,"x",
"LV",2010,"S_AA","Not stated",713,"4,98",,
"LV",2010,"S_AA","Not stated",714,3944,,
"LV",2010,"S_AA","Not stated",822,,"x",
"LV",2010,"S_AA","Not stated",823,,"x",
"LV",2010,"S_AA","Not stated",827,2869,"u",
"LV",2010,"S_AA","Not stated",824,,"x",
"LV",2010,"S_AA","Not stated",611,11372,,
"LV",2010,"S_AA","Not stated",614,4064,,
"LV",2010,"S_AA","Not stated",712,"19,32",,
"LV",2010,"S_AA","Not stated",833,13975,,
"LV",2010,"S_AA","Not stated",514,7468,,
"LV",2010,"S_AA","Not stated",512,31559,,
"LV",2010,"S_AA","Not stated",422,7698,,
"LV",2010,"S_AA","Not stated",513,16737,,
"LV",2010,"S_AA","Not stated",412,9177,,
"LV",2010,"S_AA","Not stated",411,8777,,
"LV",2010,"S_AA","Not stated",346,2444,"u",
"LV",2010,"S_AA","Not stated",344,,"x",
"LV",2010,"S_AA","Not stated",516,18521,,
"LV",2010,"S_AA","Not stated",419,,"x",
"LV",2010,"S_AA","Not stated",912,,"x",
"LV",2010,"S_AA","Not stated",334,3303,"u",
"LV",2010,"S_AA","Not stated",313,,"x",
"LV",2010,"S_AA","Not stated",245,6236,,
"LV",2010,"S_AA","Not stated",234,,"x",
"LV",2010,"S_AA","Not stated",241,29107,,
"LV",2010,"S_AA","Not stated",311,10592,,
"LV",2010,"S_AA","Not stated",222,11495,,
"LV",2010,"S_AA","Not stated",223,,"x",
"LV",2010,"S_AA","Not stated",232,15717,,
"LV",2010,"S_AA","Not stated",312,5762,,
"LV",2010,"S_AA","Not stated",211,,"x",
"LV",2010,"S_AA","Not applicable","Not applicable",943529,,
"LV",2010,"S_AA","Not stated",121,30259,,
"LV",2010,"S_AA","Not stated",114,,"x",
"LV",2010,"S_AA","Not stated",131,20772,,
"LV",2010,"S_AA","Not stated",522,47668,,
"LV",2010,"S_AA","Not stated",213,6832,,
"LV",2010,"S_AA","Not stated",221,,"x",
"LV",2010,"S_AA","Not stated",233,16582,,
"LV",2010,"S_AA","Not stated",243,,"x",
"LV",2010,"S_AA","Not stated",321,3717,,
"LV",2010,"S_AA","Not stated",341,25647,,
"LV",2010,"S_AA","Not stated",345,7186,,
"LV",2010,"S_AA","Not stated",414,,"x",
"LV",2010,"S_AA","Not stated",421,7619,,
"LV",2010,"S_AA","Not stated",511,,"x",
"LV",2010,"S_AA","Not stated",911,,"x",
"LV",2010,"S_AA","Not stated",600,13668,,
"LV",2010,"S_AA","Not stated",612,6421,,
"LV",2010,"S_AA","Not stated",615,,"x",
"LV",2010,"S_AA","Not stated",815,,"x",
"LV",2010,"S_AA","Not stated",711,,"x",
"LV",2010,"S_AA","Not stated",724,10257,,
"LV",2010,"S_AA","Not stated",741,6161,,
"LV",2010,"S_AA","Not stated",742,7094,,
"LV",2010,"S_AA","Not stated",744,,"x",
"LV",2010,"S_AA","Not stated",812,,"x",
"LV",2010,"S_AA","Not stated",914,"3,91",,
"LV",2010,"S_AA","Not stated",916,17978,,
"LV",2010,"S_AA","Not stated",322,6486,,
"LV",2010,"S_AA","Not stated",315,,"x",
"LV",2010,"S_AA","Not stated",323,"11,16",,
"LV",2010,"S_AA","Not stated",828,2871,"u",
"LV",2010,"S_AA","Not stated",413,13716,,
"LV",2010,"S_AA","Not stated",332,,"x",
"LV",2010,"S_AA","Not stated",347,9144,,
"LV",2010,"S_AA","Not stated",343,15947,,
"LV",2010,"S_AA","Not stated",342,8623,,
"LV",2010,"S_AA","Not stated",246,,"x",
"LV",2010,"S_AA","Not stated",314,,"x",
"LV",2010,"S_AA","Not stated",247,12837,,
"LV",2010,"S_AA","Not stated",242,6161,,
"LV",2010,"S_AA","Not stated",231,"3,86",,
"LV",2010,"S_AA","Not stated",244,9988,,
"LV",2010,"S_AA","Not stated",235,3206,"u",
"LV",2010,"S_AA","Not stated",214,13934,,
"LV",2010,"S_AA","Not stated",212,,"x",
"LV",2010,"S_AA","Not stated",123,8468,,
"LV",2010,"S_AA","Not stated",122,20897,,
"LV",2010,"S_AA","Not stated",10,2724,"u",
"LV",2010,"S_AA","Not stated",111,5478,,
"LT",2010,"S_AA","Not stated",832,64225,,
"LT",2010,"S_AA","Not stated",932,8352,,
"LT",2010,"S_AA","Not stated",833,18558,,
"LT",2010,"S_AA","Not stated",915,14834,,
"LT",2010,"S_AA","Not stated",914,,"x",
"LT",2010,"S_AA","Not stated",834,,"x",
"LT",2010,"S_AA","Not stated",829,,"x",
"LT",2010,"S_AA","Not stated",828,4792,"u",
"LT",2010,"S_AA","Not stated",827,,"x",
"LT",2010,"S_AA","Not stated",825,,"x",
"LT",2010,"S_AA","Not stated",824,,"x",
"LT",2010,"S_AA","Not stated",817,,"x",
"LT",2010,"S_AA","Not stated",816,4553,"u",
"LT",2010,"S_AA","Not stated",815,,"x",
"LT",2010,"S_AA","Not stated",813,,"x",
"LT",2010,"S_AA","Not stated",812,,"x",
"LT",2010,"S_AA","Not stated",743,21238,,
"LT",2010,"S_AA","Not stated",811,,"x",
"LT",2010,"S_AA","Not stated",732,,"x",
"LT",2010,"S_AA","Not stated",733,,"x",
"LT",2010,"S_AA","Not stated",516,24596,,
"LT",2010,"S_AA","Not stated",722,10445,,
"LT",2010,"S_AA","Not stated",721,15674,,
"LT",2010,"S_AA","Not stated",713,19179,,
"LT",2010,"S_AA","Not stated",711,,"x",
"LT",2010,"S_AA","Not stated",614,,"x",
"LT",2010,"S_AA","Not stated",522,85252,,
"LT",2010,"S_AA","Not stated",613,58013,,
"LT",2010,"S_AA","Not stated",612,8909,,
"LT",2010,"S_AA","Not stated",512,31355,,
"LT",2010,"S_AA","Not stated",413,17371,,
"LT",2010,"S_AA","Not stated",422,,"x",
"LT",2010,"S_AA","Not stated",232,40777,,
"LT",2010,"S_AA","Not stated",419,,"x",
"LT",2010,"S_AA","Not stated",411,6402,"u",
"LT",2010,"S_AA","Not stated",347,"5,96","u",
"LT",2010,"S_AA","Not stated",348,,"x",
"LT",2010,"S_AA","Not stated",345,,"x",
"LT",2010,"S_AA","Not stated",332,,"x",
"LT",2010,"S_AA","Not stated",331,,"x",
"LT",2010,"S_AA","Not stated",322,29596,,
"LT",2010,"S_AA","Not stated",311,6237,"u",
"LT",2010,"S_AA","Not stated",321,"5,81","u",
"LT",2010,"S_AA","Not stated",312,,"x",
"LT",2010,"S_AA","Not stated",313,,"x",
"LT",2010,"S_AA","Not stated",246,,"x",
"LT",2010,"S_AA","Not stated",233,17069,,
"LT",2010,"S_AA","Not stated",242,8653,,
"LT",2010,"S_AA","Not stated",241,56106,,
"LT",2010,"S_AA","Not stated",231,8916,,
"LT",2010,"S_AA","Not stated",222,20615,,
"LT",2010,"S_AA","Not stated",221,,"x",
"LT",2010,"S_AA","Not stated",214,23715,,
"LT",2010,"S_AA","Not stated",211,,"x",
"LT",2010,"S_AA","Not stated",122,41406,,
"LT",2010,"S_AA","Not stated",121,44371,,
"LT",2010,"S_AA","Not stated",114,,"x",
"LT",2010,"S_AA","Not applicable","Not applicable",1424282,,
"LT",2010,"S_AA","Not stated",821,,"x",
"LT",2010,"S_AA","Not stated",731,,"x",
"LT",2010,"S_AA","Not stated",342,16972,,
"LT",2010,"S_AA","Not stated",244,12226,,
"LT",2010,"S_AA","Not stated",213,10465,,
"LT",2010,"S_AA","Not stated",412,"10,04",,
"LT",2010,"S_AA","Not stated",111,6971,"u",
"LT",2010,"S_AA","Not stated",123,27449,,
"LT",2010,"S_AA","Not stated",131,7491,"u",
"LT",2010,"S_AA","Not stated",223,,"x",
"LT",2010,"S_AA","Not stated",234,,"x",
"LT",2010,"S_AA","Not stated",243,,"x",
"LT",2010,"S_AA","Not stated",247,17397,,
"LT",2010,"S_AA","Not stated",314,,"x",
"LT",2010,"S_AA","Not stated",323,,"x",
"LT",2010,"S_AA","Not stated",343,36489,,
"LT",2010,"S_AA","Not stated",344,6346,"u",
"LT",2010,"S_AA","Not stated",346,,"x",
"LT",2010,"S_AA","Not stated",421,6567,"u",
"LT",2010,"S_AA","Not stated",513,"13,58",,
"LT",2010,"S_AA","Not stated",514,6957,"u",
"LT",2010,"S_AA","Not stated",611,8104,,
"LT",2010,"S_AA","Not stated",615,,"x",
"LT",2010,"S_AA","Not stated",714,"7,34","u",
"LT",2010,"S_AA","Not stated",724,6626,"u",
"LT",2010,"S_AA","Not stated",734,,"x",
"LT",2010,"S_AA","Not stated",744,,"x",
"LT",2010,"S_AA","Not stated",814,5655,"u",
"LT",2010,"S_AA","Not stated",823,,"x",
"LT",2010,"S_AA","Not stated",826,8704,,
"LT",2010,"S_AA","Not stated",831,4912,"u",
"LT",2010,"S_AA","Not stated",911,,"x",
"LT",2010,"S_AA","Not stated",916,12515,,
"LT",2010,"S_AA","Not stated",921,15306,,
"LT",2010,"S_AA","Not stated",931,6339,"u",
"LT",2010,"S_AA","Not stated",933,12863,,
"LT",2010,"S_AA","Not stated",315,,"x",
"LT",2010,"S_AA","Not stated",245,5026,"u",
"LT",2010,"S_AA","Not stated",341,37347,,
"LT",2010,"S_AA","Not stated",414,11074,,
"LT",2010,"S_AA","Not stated",511,,"x",
"LT",2010,"S_AA","Not stated",712,31059,,
"LT",2010,"S_AA","Not stated",723,26425,,
"LT",2010,"S_AA","Not stated",741,"18,48",,
"LT",2010,"S_AA","Not stated",742,"12,46",,
"LT",2010,"S_AA","Not stated",235,,"x",
"LT",2010,"S_AA","Not stated",913,32706,,
"LT",2010,"S_AA","Not stated",11,4601,"u",
"LT",2010,"S_AA","Not stated",212,,"x",
"LU",2010,"S_AA","Not stated",831,669,"u",
"LU",2010,"S_AA","Not stated",812,,"x",
"LU",2010,"S_AA","Not stated",732,,"x",
"LU",2010,"S_AA","Not stated",514,1428,,
"LU",2010,"S_AA","Not stated",413,2578,,
"LU",2010,"S_AA","Not stated",347,1127,,
"LU",2010,"S_AA","Not stated",315,,"x",
"LU",2010,"S_AA","Not stated",235,709,"u",
"LU",2010,"S_AA","Not stated",246,,"x",
"LU",2010,"S_AA","Not stated",111,,"x",
"LU",2010,"S_AA","Not stated",223,576,"u",
"LU",2010,"S_AA","Not stated",346,2619,,
"LU",2010,"S_AA","Not stated",733,,"x",
"LU",2010,"S_AA","Not stated",821,,"x",
"LU",2010,"S_AA","Not stated",931,2101,,
"LU",2010,"S_AA","Not stated","Not stated",2772,,
"LU",2010,"S_AA","Not stated",744,,"x",
"LU",2010,"S_AA","Not stated",913,12846,,
"LU",2010,"S_AA","Not stated",815,,"x",
"LU",2010,"S_AA","Not stated",823,827,"u",
"LU",2010,"S_AA","Not stated",932,,"x",
"LU",2010,"S_AA","Not stated",915,1438,,
"LU",2010,"S_AA","Not stated",921,,"x",
"LU",2010,"S_AA","Not stated",914,573,"u",
"LU",2010,"S_AA","Not stated",827,,"x",
"LU",2010,"S_AA","Not stated",829,,"x",
"LU",2010,"S_AA","Not stated",828,,"x",
"LU",2010,"S_AA","Not stated",822,,"x",
"LU",2010,"S_AA","Not stated",811,,"x",
"LU",2010,"S_AA","Not stated",723,3158,,
"LU",2010,"S_AA","Not stated",816,,"x",
"LU",2010,"S_AA","Not stated",741,706,"u",
"LU",2010,"S_AA","Not stated",724,2081,,
"LU",2010,"S_AA","Not stated",713,3008,,
"LU",2010,"S_AA","Not stated",414,1229,,
"LU",2010,"S_AA","Not stated",714,1115,,
"LU",2010,"S_AA","Not stated",711,,"x",
"LU",2010,"S_AA","Not stated",611,1787,,
"LU",2010,"S_AA","Not stated",513,5116,,
"LU",2010,"S_AA","Not stated",522,"5,36",,
"LU",2010,"S_AA","Not stated",512,4122,,
"LU",2010,"S_AA","Not stated",511,785,"u",
"LU",2010,"S_AA","Not stated",411,4892,,
"LU",2010,"S_AA","Not stated",412,3618,,
"LU",2010,"S_AA","Not stated",342,,"x",
"LU",2010,"S_AA","Not stated",341,12035,,
"LU",2010,"S_AA","Not stated",331,1345,,
"LU",2010,"S_AA","Not stated",323,3965,,
"LU",2010,"S_AA","Not stated",311,3001,,
"LU",2010,"S_AA","Not stated",214,7217,,
"LU",2010,"S_AA","Not stated",247,"1,12",,
"LU",2010,"S_AA","Not stated",245,1608,,
"LU",2010,"S_AA","Not stated",241,15943,,
"LU",2010,"S_AA","Not stated",231,,"x",
"LU",2010,"S_AA","Not stated",221,686,"u",
"LU",2010,"S_AA","Not stated",123,1873,,
"LU",2010,"S_AA","Not stated",114,,"x",
"LU",2010,"S_AA","Not applicable","Not applicable",179332,,
"LU",2010,"S_AA","Not stated",131,4961,,
"LU",2010,"S_AA","Not stated",344,1137,,
"LU",2010,"S_AA","Not stated",10,,"x",
"LU",2010,"S_AA","Not stated",121,2536,,
"LU",2010,"S_AA","Not stated",122,628,"u",
"LU",2010,"S_AA","Not stated",211,,"x",
"LU",2010,"S_AA","Not stated",212,,"x",
"LU",2010,"S_AA","Not stated",222,2195,,
"LU",2010,"S_AA","Not stated",232,6404,,
"LU",2010,"S_AA","Not stated",233,6855,,
"LU",2010,"S_AA","Not stated",234,,"x",
"LU",2010,"S_AA","Not stated",242,3771,,
"LU",2010,"S_AA","Not stated",243,,"x",
"LU",2010,"S_AA","Not stated",244,8573,,
"LU",2010,"S_AA","Not stated",312,1639,,
"LU",2010,"S_AA","Not stated",313,886,"u",
"LU",2010,"S_AA","Not stated",314,1133,,
"LU",2010,"S_AA","Not stated",322,1955,,
"LU",2010,"S_AA","Not stated",321,,"x",
"LU",2010,"S_AA","Not stated",332,,"x",
"LU",2010,"S_AA","Not stated",333,,"x",
"LU",2010,"S_AA","Not stated",334,1503,,
"LU",2010,"S_AA","Not stated",343,14409,,
"LU",2010,"S_AA","Not stated",345,517,"u",
"LU",2010,"S_AA","Not stated",348,,"x",
"LU",2010,"S_AA","Not stated",213,5139,,
"LU",2010,"S_AA","Not stated",614,,"x",
"LU",2010,"S_AA","Not stated",422,1886,,
"LU",2010,"S_AA","Not stated",421,2412,,
"LU",2010,"S_AA","Not stated",516,2306,,
"LU",2010,"S_AA","Not stated",419,8797,,
"LU",2010,"S_AA","Not stated",612,876,"u",
"LU",2010,"S_AA","Not stated",613,793,"u",
"LU",2010,"S_AA","Not stated",712,3916,,
"LU",2010,"S_AA","Not stated",721,1084,,
"LU",2010,"S_AA","Not stated",722,1701,,
"LU",2010,"S_AA","Not stated",731,,"x",
"LU",2010,"S_AA","Not stated",734,,"x",
"LU",2010,"S_AA","Not stated",742,,"x",
"LU",2010,"S_AA","Not stated",743,,"x",
"LU",2010,"S_AA","Not stated",813,,"x",
"LU",2010,"S_AA","Not stated",817,,"x",
"LU",2010,"S_AA","Not stated",826,,"x",
"LU",2010,"S_AA","Not stated",832,5996,,
"LU",2010,"S_AA","Not stated",833,"0,72","u",
"LU",2010,"S_AA","Not stated",834,,"x",
"LU",2010,"S_AA","Not stated",911,,"x",
"LU",2010,"S_AA","Not stated",916,,"x",
"LU",2010,"S_AA","Not stated",933,806,"u",
"HU",2010,"S_AA","Not stated",615,2757,"u",
"HU",2010,"S_AA","Not stated",932,30067,,
"HU",2010,"S_AA","Not stated",933,11003,,
"HU",2010,"S_AA","Not stated",931,36245,,
"HU",2010,"S_AA","Not stated",911,,"x",
"HU",2010,"S_AA","Not stated",827,14536,,
"HU",2010,"S_AA","Not stated",826,23522,,
"HU",2010,"S_AA","Not stated",817,"9,63",,
"HU",2010,"S_AA","Not stated",813,,"x",
"HU",2010,"S_AA","Not stated",741,46657,,
"HU",2010,"S_AA","Not stated",711,6583,,
"HU",2010,"S_AA","Not stated",721,117388,,
"HU",2010,"S_AA","Not stated",516,75252,,
"HU",2010,"S_AA","Not stated",712,83253,,
"HU",2010,"S_AA","Not stated",522,261835,,
"HU",2010,"S_AA","Not stated",512,101621,,
"HU",2010,"S_AA","Not stated",211,5649,,
"HU",2010,"S_AA","Not stated",347,10874,,
"HU",2010,"S_AA","Not stated",344,"9,36",,
"HU",2010,"S_AA","Not stated",342,26405,,
"HU",2010,"S_AA","Not stated",322,52445,,
"HU",2010,"S_AA","Not stated",244,42415,,
"HU",2010,"S_AA","Not stated",321,6744,,
"HU",2010,"S_AA","Not stated",234,8226,,
"HU",2010,"S_AA","Not stated",413,72775,,
"HU",2010,"S_AA","Not stated",223,12745,,
"HU",2010,"S_AA","Not stated",221,10724,,
"HU",2010,"S_AA","Not stated",243,9826,,
"HU",2010,"S_AA","Not stated",724,32227,,
"HU",2010,"S_AA","Not stated",816,16697,,
"HU",2010,"S_AA","Not stated",832,148013,,
"HU",2010,"S_AA","Not stated",912,"3,84","u",
"HU",2010,"S_AA","Not stated",733,7666,,
"HU",2010,"S_AA","Not stated",247,9455,,
"HU",2010,"S_AA","Not stated",121,25112,,
"HU",2010,"S_AA","Not applicable","Not applicable",4613877,,
"HU",2010,"S_AA","Not stated",111,9336,,
"HU",2010,"S_AA","Not stated",122,105494,,
"HU",2010,"S_AA","Not stated",10,25993,,
"HU",2010,"S_AA","Not stated",212,4228,"u",
"HU",2010,"S_AA","Not stated",114,3015,"u",
"HU",2010,"S_AA","Not stated",222,41344,,
"HU",2010,"S_AA","Not stated",214,66439,,
"HU",2010,"S_AA","Not stated",213,35846,,
"HU",2010,"S_AA","Not stated",245,23342,,
"HU",2010,"S_AA","Not stated",233,110368,,
"HU",2010,"S_AA","Not stated",123,38807,,
"HU",2010,"S_AA","Not stated",232,42796,,
"HU",2010,"S_AA","Not stated",242,26808,,
"HU",2010,"S_AA","Not stated",311,48985,,
"HU",2010,"S_AA","Not stated",241,69162,,
"HU",2010,"S_AA","Not stated",235,"17,33",,
"HU",2010,"S_AA","Not stated",314,,"x",
"HU",2010,"S_AA","Not stated",331,4754,"u",
"HU",2010,"S_AA","Not stated",312,"25,04",,
"HU",2010,"S_AA","Not stated",313,5893,,
"HU",2010,"S_AA","Not stated",345,3589,"u",
"HU",2010,"S_AA","Not stated",333,,"x",
"HU",2010,"S_AA","Not stated",348,,"x",
"HU",2010,"S_AA","Not stated",323,"47,74",,
"HU",2010,"S_AA","Not stated",341,126407,,
"HU",2010,"S_AA","Not stated",334,7387,,
"HU",2010,"S_AA","Not stated",419,7864,,
"HU",2010,"S_AA","Not stated",332,5479,,
"HU",2010,"S_AA","Not stated",343,65182,,
"HU",2010,"S_AA","Not stated",513,64443,,
"HU",2010,"S_AA","Not stated",611,47144,,
"HU",2010,"S_AA","Not stated",421,34455,,
"HU",2010,"S_AA","Not stated",514,"47,97",,
"HU",2010,"S_AA","Not stated",734,14603,,
"HU",2010,"S_AA","Not stated",411,105345,,
"HU",2010,"S_AA","Not stated",614,6376,,
"HU",2010,"S_AA","Not stated",714,29116,,
"HU",2010,"S_AA","Not stated",511,6764,,
"HU",2010,"S_AA","Not stated",414,29715,,
"HU",2010,"S_AA","Not stated",731,16005,,
"HU",2010,"S_AA","Not stated",612,26889,,
"HU",2010,"S_AA","Not stated",722,16557,,
"HU",2010,"S_AA","Not stated",613,18672,,
"HU",2010,"S_AA","Not stated",742,19924,,
"HU",2010,"S_AA","Not stated",743,34176,,
"HU",2010,"S_AA","Not stated",811,,"x",
"HU",2010,"S_AA","Not stated",713,83121,,
"HU",2010,"S_AA","Not stated",815,3754,"u",
"HU",2010,"S_AA","Not stated",822,8433,,
"HU",2010,"S_AA","Not stated",823,13199,,
"HU",2010,"S_AA","Not stated",828,85476,,
"HU",2010,"S_AA","Not stated",744,5507,,
"HU",2010,"S_AA","Not stated",829,16932,,
"HU",2010,"S_AA","Not stated",814,4237,"u",
"HU",2010,"S_AA","Not stated",834,,"x",
"HU",2010,"S_AA","Not stated",812,9811,,
"HU",2010,"S_AA","Not stated",723,95899,,
"HU",2010,"S_AA","Not stated",913,125585,,
"HU",2010,"S_AA","Not stated",916,59405,,
"HU",2010,"S_AA","Not stated",921,16931,,
"HU",2010,"S_AA","Not stated",821,12293,,
"HU",2010,"S_AA","Not stated",825,4214,"u",
"HU",2010,"S_AA","Not stated",833,57154,,
"HU",2010,"S_AA","Not stated",831,12315,,
"HU",2010,"S_AA","Not stated",915,38672,,
"HU",2010,"S_AA","Not stated",914,5183,,
"HU",2010,"S_AA","Not stated",346,8867,,
"HU",2010,"S_AA","Not stated",824,"3,11","u",
"HU",2010,"S_AA","Not stated",412,67767,,
"HU",2010,"S_AA","Not stated",422,24989,,
"HU",2010,"S_AA","Not stated",231,18665,,
"HU",2010,"S_AA","Not stated",315,33283,,
"HU",2010,"S_AA","Not stated",131,83337,,
"HU",2010,"S_AA","Not stated",246,3377,"u",
"HU",2010,"S_AA","Not stated",732,4206,"u",
"MT",2010,"S_AA","Not stated",921,,"x",
"MT",2010,"S_AA","Not stated",915,6115,,
"MT",2010,"S_AA","Not stated",913,5352,,
"MT",2010,"S_AA","Not stated",834,,"x",
"MT",2010,"S_AA","Not stated",833,639,"u",
"MT",2010,"S_AA","Not stated",812,,"x",
"MT",2010,"S_AA","Not stated",829,678,"u",
"MT",2010,"S_AA","Not stated",826,"0,4","u",
"MT",2010,"S_AA","Not stated",824,,"x",
"MT",2010,"S_AA","Not stated",822,606,"u",
"MT",2010,"S_AA","Not applicable","Not applicable",181236,,
"MT",2010,"S_AA","Not stated",11,1441,,
"MT",2010,"S_AA","Not stated",110,388,"u",
"MT",2010,"S_AA","Not stated",114,,"x",
